id;city;title;question;theme;keywords;summary;challenge_url;challenge_text_main
turin01;Turin;Get the city ready to deal with extreme weather events;How do we empower the city to manage hydric resources and prevent waste and environmental damage? ;extreme-weather;water|develop|development|area|areas|planning|plan|risks|resource|economic|economically|sustainable|resources increased|changes|urban|technological|technologies|defining|increase|increasingly|flood risk|new|spaces|socio|temperatures|temperature|monitoring|climate change|measures|define tools|needs|promote|protection|protect|regimes|regime|possible|territory|year|years|phenomena|public|commonly|common|assets|social|socially|consumption|summer|problems|significant|heat|high;;https://climathon.climate-kic.org/en/challenges/extreme-weather/water-resilient-city-2;"Reduced availability of water resources, increased erosion processes and flood risk are currently significant problems: let's solve them together   Italy is at the center of an area considered as an ""hot spot"" of climate change that is one of the most sensitive areas and predictably subjected to the consequences of ""climate change"" because of increase in temperatures and extreme weather events and because the modification of precipitation regimes (decrease in frequency together with the increase in intensity), which cause rapidly evolving alluvial phenomena  (commonly referred to as ""flash flood""), involving the urban environment and often triggering phenomena of disruption of mountainsides. In urban areas, the high exposure to risks deriving from climate change is also attributed to the concentration of people and economic assets, and the effects are more noticeable due to the combination of the various factors, such as increase in temperature and variation in the rainfall. Moreover, access to water risks becoming increasingly difficult to guarantee, also due to climate change, especially in urban areas. Despite the increasingly evident situation, this fundamental resource is still being wasted. For example, in Italy in 2015, 38% of the water injected into the distribution networks was lost, with total losses that could meet the annual demand of 10 million people.  in addition to infrastructural requalification, it is necessary to reduce the consumption of drinking water: Italy, with 241 litres per inhabitant per year, ranks first in Europe for per capita consumption, and only a small part of this share is recovered and reused. About the massive uses that are made at the agricultural and industrial level the percentages of use of water resources are globally unequivocal: agriculture 60%, industry and commercial users 30%, drinking water 10%. In Piedmont Region, the ARPA data show that it is now evident that global warming has caused effects on temperatures and changes in the precipitation regime, both on temporal variability and extreme events, and on long-term trends. The maximum temperatures have risen by almost 2° C in 60 years, more markedly in mountain areas and, in the last 10-15 years, record years are still recorded with high temperatures emphasized by heat waves of anomalous summer heat of particular intensity and mild winters.      Below you will find some examples of possible solutions. For more information please see documents in download section. MONITORING AND PREVENTION  Develop integrative monitoring systems in order to observe the territory at a more detailed scale, also through the use of the IoT; Define tools for the identification and management of the ""relevant planning areas"" for the purpose of climate adaptation, also by assessing the degrees of vulnerability (vulnerability assessment) and the related priorities of action (climate change risk assessment); Define preventive and supplementary measures and alert measures to help mitigate the effects of extreme events; Develop new forms of communication in emergency, also through APP and social media; Develop new methods of participatory management of public spaces; Propose structured interventions both on the urban scale and on the building Develop urban planning tools and measures aimed at defining methodologies, techniques and intervention criteria for the construction, recovery, transformation, planning of green spaces and public spaces, aimed at improving the quality of urban environments in relation to climate changes.  SUSTAINABLE MANAGEMENT OF WATER RESOURCES  Promote a trans-disciplinary and multisectoral approach in the management of the resource by integrating the scientific, technological, socio-economic, environmental and health aspects; Plan the sustainable use of water resources based on community needs, national development strategies and possible scenarios of climate change; Prepare, evaluate and implement economically and socially sustainable projects and programs on the basis of broad public participation; Identify, implement and strengthen appropriate socio-institutional, regulatory and financial mechanisms to ensure that water policies and their implementation are a focal point for social progress and economic growth.  We can also intervene through good practices that encourage:  ""Tap"" water consumption; Monitoring of consumption, also with the help of the new Internet of Things technologies; Optimization of consumption, for example by reducing the ""water footprint""; water reuse.  RESILIENCE  Adapt the civil protection tools to the actual needs of the population and the territory; Educate to self-protection and acceptance of residual risk that can not be eliminated; Promote knowledge of the territory; Make the citizen an active part of the actions to protect the territory; To encourage participatory management of common assets (example: River contracts).   "
valencia01;Valencia;Fighting the tiger mosquito in València;How can we fight the tiger mosquito in an eco-friendly way?;extreme-weather;urban|mosquito|colonization|colonize|years|healthy|climate|possibilities|focus possible;"How urban people can environment friendly fight against city colonization by tiger mosquito?
Climate change is increasing the chance of expansion of EEI, especially in higher latitudes. Mosquitos spread diseases, and this is also the case of the tiger mosquito, which today is expanding its territory.";https://climathon.climate-kic.org/en/challenges/extreme-weather/fighting-the-tiger-mosquito-in-valencia-city-its-presence-is-the-indisputable-consequence-of-climate-change;The presence of this invasive species is a direct consequence of climate change. In recent years it has been spreading throughout the Mediterranean basin due to the increase in temperatures. We want to define, with a transversal focus, possible solutions and innovative elements to face it.   How urban people can environment friendly fight against city colonization by tiger mosquito? The tiger mosquito is expanding its territory in Europe after its arrival not so many years ago. But it is an urban dweller and the people in cities should play an important role on its control. How can we healthy act against the plague? Climate change is increasing the chance of expansion of EEI, especially in higher latitudes. Mosquitos spread diseases, and this is also the case of the tiger mosquito, which today is expanding its territory. But the use of pesticides is not a healthy way to fight these plagues that effectively colonize urban environments. How can we manage to avoid or reduce its possibilities while preserving our health and biodiversity?    
valletta01;Valletta;Bridging Liveability - Enhancing Valletta's Community Space;How can we enhance the liveability and limit the adverse impacts of urban regeneration?;air-pollution;gentrification resident|social|affecting|residents|city|values|solutions|valletta|spaces|urban|involvement|vertical|balconies;Urban and social changes in Valletta over the past few decades, especially in the last few years, have brought to the surface a number of issues that are directly affecting the liveability factor in Valletta. Taking into consideration the definition of what a liveable city should be and the strategy for the City of Valletta as being the Unesco Heritage Capital City, Gentrification continues to be a hot topic.;https://climathon.climate-kic.org/en/challenges/air-pollution/bridging-liveability-make-valletta-a-liveable-city;How can we enhance the liveability of the city of Valletta and limit the adverse impacts of urban regeneration such as gentrification, resident population outmigration, and bring about a more equitable distribution of the benefits that Valletta is starting to enjoy?   Urban and social changes in Valletta over the past few decades, especially in the last few years, have brought to the surface a number of issues that are directly affecting the liveability factor in Valletta. Taking into consideration the definition of what a liveable city should be and the strategy for the City of Valletta as being the Unesco Heritage Capital City, Gentrification continues to be a hot topic. While much of the discussion focuses on homogenization and property values, environmental and health effects are commonly overlooked.  How can we enhance the liveability of the city of Valletta and limit the adverse impacts of urban regeneration such as gentrification, resident population outmigration, and bring about a more equitable distribution of the benefits that Valletta is starting to enjoy? The solutions should focus on such topics as:  Gentrification Climate Gentrification Greening of open spaces (streets and squares), balconies, facades, vertical walls and roofscapes by making use of multifunctional solutions. Increasing the quality/ efficiency/ sustainability of both indoor and outdoor environment affecting standard of living in Valletta Implementation of innovative/interactive involvement/engagement of local residents and tourist’s trough the concept of SCH (Socio-Cultural Hubs). Sustainable and affordable social housing   
varazdin01;Varaždin;Varaždin calls you: Rethink, Reuse, Recycle. Do NO Waste!;How to improve waste to resource pathway for Varaždin city and the citizens?;waste-management;waste|textiles|textile|collect|collection|collected|management|recyclable|recycling|sorting|smart|materials|innovative|better|specific|types|new useful|use|varazdin|plan|circulation|circulating|circulate;"The city of Varaždin wants to improve waste separation to increase volumes of resource circulation through local economy; to improve the management of waste textiles, plastics and other materials in Varaždin so they keep on circulating efficiently and be a resource for the city and the citizens.";https://climathon.climate-kic.org/en/challenges/waste-management/rethink-reuse-recycle-do-no-waste;"The city of Varaždin wants to improve waste separation to increase volumes of resource circulation through local economy; to improve the management of waste textiles, plastics and other materials in Varaždin so they keep on circulating efficiently and be a resource for the city and the citizens.   The Waste Management Plan for the Republic of Croatia 2017 - 2022 prescribes the national waste management objectives to be achieved by 2022 compared to 2015, which are also the waste management objectives of the City of Varaždin. It is necessary to separately collect 60% of municipal waste (paper, glass, plastic, metal, textile). The existing waste management system in the area of the City of Varaždin can be assessed as partially satisfactory with the need for upgrading to increase the efficiency of separation of recyclable waste. Namely, the separation of specific components from municipal waste is still insufficient, which makes the quality of waste management unsatisfactory, inconsistent and economically ineffective.  The efficiency of separate waste collection needs to be improved by continuous education and engagement of citizens. The amount of waste textile collected separately or separated from municipal waste is relatively small. The system of waste textile management as a special category of waste did not come to life. In the composition of solid municipal waste in the Republic of Croatia waste textiles occupy 3.7%, while waste textiles in the MSW in the City of Varaždin textile occupies 5.1 %. During 2017 in the City of Varaždin, approximately 5 tons of waste textile and footwear was received in the recycling yard Motičnjak.  We want innovative ideas on how to use that resource! And how to separately collect the other types of waste or to avoid generating waste in the first place by having an innovative, smart and fun way of exchanging unwanted/used items or repairing them – finding a new useful purpose.      The challenge for the city of Varaždin is to improve the waste separation and thus to increase the quantities of resources that circulate through local (not only) economy i.e. to improve the management of waste materials in Varaždin so they keep on circulating efficiently and be a resource for the city and the citizens. We see several sub-challenges here:  A solution for re-use of waste textiles: how to re-use? How to do in a more efficient and smart way the exchange of unwanted items – what is a waste for some people is a new thing or useful for the others. How to establish a platform in the city for items exchange and repair i.e. – repair garage? Application? Else? How to engage more citizens into a separation of waste materials – looking for a smart-phone application to direct citizens to the closest collection point for specific types of waste. The App should at the same time serve as a waste-materials tracker to enable the city to monitor the types and amounts of separated waste materials thus to better plan recycling and further operation of the city sorting plant. Ideally, the collection points should offer further separation of certain types of plastics i.e. enable better sorting so the sorting plant and further recycling paths would get cleaner inputs/resources.       "
venice01;Venice;Looking for new strategies to reduce waste production in Venice;How to effectively tackle waste production, resource consumption, materials reuse and recycling?;waste-management;venice|waste|change|changes|sectors|sector|including|new|beacon|city|cities|climate|campaigns|environment|gas|reduce|reducing;"What type of projects and communication campaigns can effectively reduce waste generation, limit plastics consumption and improve the climate performance of Venice as a city and as a global beacon?
What type of projects and communication campaigns can effectively reduce waste generation, limit plastics consumption and improve the climate performance of Venice as an iconic city?";https://climathon.climate-kic.org/en/challenges/waste-management/how-to-make-venice-cleaner-and-show-the-world-new-ways-of-waste-reduction-to-reduce-the-effects-of-consumption-on-climate-change;Tourism dominates the Venice economy and is one of the most intensive waste generating sectors. What type of projects and communication campaigns can effectively reduce waste generation, limit plastics consumption and improve the climate performance of Venice as a city and as a global beacon?    Venice is one of the world’s most vulnerable cities to the current and expected impacts of climate change. Venice is dominated by tourism, the most waste intensive sector of the local economy. With Venice’s 2018 Climathon, we are looking for ideas and solutions to increase the ability of the city to reduce the impacts of resource use and greenhouse gas emissions, to minimise the impacts of consumption on climate change  How to make Venice cleaner and show the world new ways of waste reduction to reduce the effects of consumption on climate change? What are the possible approaches to reducing resource use and waste production in Venice? How can arts and science support the cause? What type of projects and communication campaigns can effectively reduce waste generation, limit plastics consumption and improve the climate performance of Venice as an iconic city? Venice is an important beacon for the world and should be a leader in innovative approaches to reconciling human impacts and the natural environment. Try to solve one of Venice’s climate challenges by proposing new and concrete solutions for waste management, including ways of reducing waste production – especially in the tourism sector. Solutions we are looking for should focus on any of the following dimensions of this issue:  Policy suggestions including economic instruments Behavioural changes driven by educational and communication campaigns Practical/System innovations able to lower the impact of consumption.   
vienna01;Vienna;Hot places in the city;How can we best identify and manage urban heat islands and waste heat sources in the city?;extreme-weather;heat|heats|data|solutions|solution|islands|planning|plan|plans|strategies energy|target|targets|city|island strategy|cooling|cool places|urban|climate|residents|comfortable|significantly|perceived|overheated|overheating;;https://climathon.climate-kic.org/en/challenges/extreme-weather/hot-places-in-the-city;"With the number of annual heat days (above 30 °C) constantly on the rise, the Urban Heat Islands effect becomes more urgent. How can more data on hot and cool places in the city be provided? How can we close data gaps on waste heat sources that often remain unused and further heat up the city?   Over the last few decades the number of annual heat days with temperatures above 30 °C has risen significantly in Vienna. In 2015, an all-time record of 42 heat days was registered. Due to this development the Urban Heat Islands (UHI) phenomenon - significantly higher temperatures in densely built-up areas - is becoming more frequent.  In which places in the city do you feel comfortable/uncomfortable in summer? Residents of Vienna should get the opportunity to report perceived hot and cold places in the city so that this information can be used for climate-friendly city planning.  What can be done to improve the situation about overheated places in the city and to make good use of them? How can places be made visible that provide cooling? Residents should receive information about how to escape the heat. Cool places should be linked to possible activities in these places. Where are waste heat sources in Vienna that affect the micro climate? How can we make use of this ""hot air""? Innovative solutions should be found to identify and reduce the waste heat of air-conditions, companies etc. that heats up the city.  Solutions should focus on:  Visualisation and mapping of hot and cool places in the city Innovative solutions for making use of these places for different target groups Closing of existing data gaps between models and temperatures perceived by residents Demonstration of the links between waste heat sources and urban overheating Improvement of data inventory on small waste heat sources Raising awareness of climate change and adaptation strategies, energy efficiency and consumption  Solution targets:  Making use of hot and cold places in the city Measures to improve the situation in overheated places / reduce urban heat islands Citizen participation Synchronisation of real-time data / dynamic models  Non-targets:  Solutions causing additional fossil energy consumption Solutions involving drone flights Solutions that are already included in strategies (e.g. Urban Heat Island strategy plan) or action plans (e.g. Fachkonzept Grün- und Freiraum/ concept green and urban space) of the City of Vienna    This challenge is hosted by the City of Vienna, Energy Planning Department (MA 20). The generated maps and concepts will be used for the development of strategies on heat islands and waste heat sources in Vienna. The winners will be invited to elaborate a campaign on these topics together with MA 20.  "
vienna02;Vienna;Shared mobility;How can sharing of (private) means of transport be promoted to reduce traffic in the city?;mobility;sharing|shared|bike|bikes|mobile|new mobility|use|car|cars|publicly|public|solutions|charging|different|selected|rates|follow|experts|stricter|increasing|increase|existing|cities like|city|changes|change;"Solutions should focus on:  Incentives for sharing privately owned vehicles of all kinds as well as parking and charging facilities Incentives for a more efficient use of existing car sharing and bike sharing offers (e.g. by bundling, stricter terms of use, better interconnection with public transport, etc.) Digital solutions improving the availability of mobility offers (e.g. to facilitate carpooling, public transport on demand, etc.)  Non-targets:  Digital solutions for route planning (see mobile app ""A nach B"" as an example) Development of new car sharing or bike sharing offers    This challenge is hosted by MunichRe and ERGO.";https://climathon.climate-kic.org/en/challenges/mobility/shared-mobility;"Growing cities like Vienna face increasing traffic density. New mobility concepts can contribute to avoiding additional and reducing existing emissions from transport. How can we make use of technological progress and digitalisation to optimise transportation in the city of the future?   There are many different modes of transport available in Vienna and several new concepts are already in place (well established bike and car sharing, bike highways, electric buses, etc.). Nevertheless, there is still much potential for innovative mobility solutions - especially when it comes to private means of transport. Many privately owned cars, bikes, etc. are not in use during most of the day. Also, occupancy rates of publicly available services like bike sharing, charging stations for electric vehicles, etc. could be raised.  As new forms of mobility and changes in daily routines take their time, the question comes up: How can digital solutions increase acceptance of sharing models and other new forms of mobility? How can behavioural changes be incentivised and inhibition thresholds be lowered? What can be done to promote the shared use of cars, motorcycles, bicycles, etc. to reduce traffic in the city? Sub-questions:  How could privately owned cars, motorcycles, (e-)bikes, parking space, charging stations for electric vehicles, etc. be made available for shared public use? How can utilisation rates of existing bike and car sharing offers be raised? What can be done to link different modes of transport and promote intermodal mobility solutions?  Solutions should focus on:  Incentives for sharing privately owned vehicles of all kinds as well as parking and charging facilities Incentives for a more efficient use of existing car sharing and bike sharing offers (e.g. by bundling, stricter terms of use, better interconnection with public transport, etc.) Digital solutions improving the availability of mobility offers (e.g. to facilitate carpooling, public transport on demand, etc.)  Non-targets:  Digital solutions for route planning (see mobile app ""A nach B"" as an example) Development of new car sharing or bike sharing offers    This challenge is hosted by MunichRe and ERGO. Selected teams will be invited to individual follow-ups with their insurance experts. Learn more about the Group's projects focusing on adjusting to climate change and sustainable innovation here: „Tackling climate change together“.  "
vienna03;Vienna;Smart consumer participation;How can citizens' energy awareness be raised and sustained?;energy;data|smart energy solutions|ascr|solution|research|sustainable|sustained|sustain|city|cities|actively|questions|users|user|operators|operator|home|developers|developed|develop|participate|customer|customers|consumer participation|long|consumers|interests|background;"Some of the research questions at ASCR - and the lead questions for this climathon challenge - are: How can residents of smart buildings be motivated (""nudged"") to actually use the available data and actively participate in Vienna's Smart City process?";https://climathon.climate-kic.org/en/challenges/energy/smart-consumer-participation;"Smart energy solutions provide convenient services to energy consumers as well as important information to grid operators. How can these data be used to motivate sustainable behaviour? How can citizens actively contribute to energy efficiency?   The aim of Aspern Smart City Research (ASCR) is to optimise urban energy production and consumption in such a way that the users of smart buildings and citizens of smart cities in general can participate in the future of urban energy. What makes ASCR unique is that a network operator, energy supplier and technology company as well as property developers, technical manufacturers, administrators and residents all collaborate in this research project. The Vienna-based venture is one of the most innovative and sustainable energy efficiency showcase projects in the world. Research at ASCR focuses on complex connections, rather than individual elements, using real data from various domains such as smart metering, smart buildings, weather data, home automation, etc. In cooperation with selected households and businesses new smart solutions are developed and testet before they ultimately will be applied on a large scale and to entire cities.  Some of the research questions at ASCR - and the lead questions for this climathon challenge - are: How can residents of smart buildings be motivated (""nudged"") to actually use the available data and actively participate in Vienna's Smart City process? Which feedback to energy consumers would be suitable to reward them for energy savings? How can consumer participation be sustained?    Solutions should focus on these sub-questions:     Which additional data could be used to increase consumer participation? ASCR already uses data from smart metering, smart buildings, weather data, home automation, etc. Teams should elaborate how additional data (e.g. from open data platforms) could contribute to the attractiveness of smart solutions. How should solutions be designed to fit a majority of the population? Taking into account design thinking methods, teams should develop solutions that address different target groups (customer segments, regardless of their personal interests, educational background, age, etc.) with a single user interface. How can data be presented to spark and sustain customers' interest? The solution should guarantee long-term attention by customers. By providing services with regard to energy supply, home automation, etc. additional value can be generated. How can sustainble energy behaviour be promoted? The users should be given the opportunity to understand and explore the interconnection of individual behaviour and environmental impacts.    This challenge is hosted by Aspern Smart City Research (ASCR). Depending on the degree of maturity and successful achievement of the solutions, a further cooperation and a further pursuit of a presented solution is possible.  "
vienna04;Vienna;Urban rain water management;What can be done to allow a maximum of rainwater in cities to evaporate decentrally?;water-management;water|city|innovative|summer|change|systems|rainfalls|road|growing|adequate|protect|protection;;https://climathon.climate-kic.org/en/challenges/water-management/urban-rain-water-management;Today most rainwater from city streets is fed into the sewer system to protect trees and ground water from road salt and other contaminants. How can more of this water be brought to evaporation and remain in the natural water cycle?   Because rainwater from city streets is often charged with road salt (in winter) and other contaminants, it is mostly fed into the sewer system. Therefore, - and with heavy rainfalls becoming more frequent and intense due to climate change - large public investments are needed to maintain adequate capacities of the sewer system. On the other hand city trees often lack water during hot and dry summer periods. Retention and evaporation of rainwater could benefit city trees and reduce the urban heat effect, thereby contributing to climate change adaptation.   Solutions to these conflicting targets should focus on:    Improving growing conditions for trees on streets and in the city in general Avoiding saline intrusion into the groundwater (in winter) Retention of rainwater in case of havy rainfalls to reduce the load on the sewer systems Increasing evaporation of surface water to reduce urban heat effects Innovative systems for the separation of winter and summer surface water (constructional, technical, with the help of IT solutions, etc.)    This challenge is hosted by the City of Vienna, Environmental Protection Department (MA 22). Innovative solutions to this challenge could be tested in pilot projects and become standard for road planning.    
vienna05;Vienna;Decentralised energy systems;How can energy demand be flexibly managed and decentral resources be used more efficiently?;energy;distributed renewable energy|business|businesses|grid|consumers|consumer|consume|demand|smart|systems electrical|power|providers|provided|provide|visualisation|experts|legal|climate|development|developments|electricity|distribution|private|selected|technologies|innovative|innovation|teams|small;Which new business models and innovative technologies could be provided and/or used by small businesses, private service providers, municipal grid operators, and citizens to flexibly consume energy in times of vast supply or provide energy in case of high demand?;https://climathon.climate-kic.org/en/challenges/energy/decentralised-energy-systems;Vienna's power system is increasingly influenced by distributed renewable energy resources. How can new business models and technologies contribute to the management of energy use to better meet this fluctuating power supply?   In decentralised energy systems electrical generation and storage is performed by a variety of small, grid-connected devices referred to as distributed energy resources (DER). These are located close to the load they serve and typically use renewable energy sources. DER can be operated by either commercial providers (e.g. small hydro or wind power plants) or private households and businesses that feed surplus energy from their local photovoltaic or geothermal system etc. to the public grid. So far, this form of energy production by consumers (“prosuming”) still is at an early development stage and the required legal framework as well as technical prerequisites like smart meters are only gradually being rolled-out. Nonetheless, growing consumer interest and the need for decarbonisation/diversification of the energy system are strong drivers that will transform the energy system and pose a challenge to transmission system operators (typically public monopolies). In 2025, up to 20 % of electricity customers could be “prosumers”. This will boost the need for matching the increasingly volatile energy supply with current demand patterns.   How can individual energy demand in cities be flexibly adjusted to fluctuating energy production and grid load from renewable sources, so that overall energy efficiency and carbon intensity can be optimised? Which new business models and innovative technologies could be provided and/or used by small businesses, private service providers, municipal grid operators, and citizens to flexibly consume energy in times of vast supply or provide energy in case of high demand? The Climathon teams should work out probable consequences businesses and grid operators in the city will face in the context of these developments and put together suggestions on how to respond by technical, organisational and/or business adjustments. This could be an elaborated and pre-formulated concept or the development of a prototype (visualisation, mock-up, click-dummy, etc.). Solutions should focus on:  Incentive systems to influence consumer behaviour (e.g. by dynamic price setting, control signals, sharing models, etc.) Smart distribution systems for the carbon-efficient management of energy sypply and demand Smart feed-in and energy trading systems for prosumers Real-time management systems for energy demand taking into account current feed-in volumes    This challenge is hosted by MunichRe and ERGO. Selected teams will be invited to individual follow-ups with their insurance experts. Learn more about the Group's projects focusing on adjusting to climate change and sustainable innovation here: „Tackling climate change together“.  
vilnius01;Vilnius;Improving mobility solutions in Vilnius city;How can we improve our daily travels within Vilnius?;mobility;travel|traveling|pollution|journeys|statistics|economic|owned|delayed|delays|city authorities|movement|climathon;"Many have seen that Vilnius is struggling with an ever-growing number of personal vehicles.
The current statistics published by Vilnius city authorities say that currently, the city has 0.87 vehicles for every 18-60-year-old citizen.
How can we tackle the problem of privately owned cars in Vilnius city and fight the ever growing delays, air and noise pollution?";https://climathon.climate-kic.org/en/challenges/mobility/vilnius-challange;Many have seen that Vilnius is struggling with an ever-growing number of personal vehicles. This results in delayed journeys, air and even sound pollution. Join us for a global #Climathon movement, solve the challenge, travel across Vilnius and help us find more efficient and green ways to commute.   The rapid economic development since Lithuania has become a part of the European Union has resulted in an average increase in salaries of by 39% in the year 2007-2017 - the best result across OECD members. Many citizens could afford various consumer products for the first time in their lives that were widely used in the West - including a personal vehicle. The current statistics published by Vilnius city authorities say that currently, the city has 0.87 vehicles for every 18-60-year-old citizen. Even worse, it is expected that there will be 1 vehicle per capita by the year 2021. There is no surprise that the municipality struggles to deal with such a growth of personal vehicles as most infrastructural projects take longer time and are very expensive. This results in traffic jams and longer, less efficient journeys as well as both air and noise pollution. How can we tackle the problem of cars and adjust our daily traveling needs for a smoother, greener and, maybe more social journeys across Vilnius.  How can we tackle the problem of privately owned cars in Vilnius city and fight the ever growing delays, air and noise pollution?  
wellington01;Wellington;Sustainable food network;What does Wellington need to create a sustainable food network?;food;food|local|wellington|emissions|emission|weather|change|increase|increased|increasingly|increasing|supply|supplies|modelling|including|include|zealand|sensitive design|designed|huge challenges|country|high|income|mitigation|climate|economic|equity social|farmers|strength environmental|lastly|taking|protection;While there are vibrant networks of people and organisations in Wellington taking action to transform the food system – creating community gardens, food waste initiatives, farmers markets and increasing interest in local and seasonal food - much work remains to be done.  We’d like to leave you with some key challenges and opportunities for Wellington to not only address the climate impact of the food system, but to make the most of climate change mitigation efforts.;https://climathon.climate-kic.org/en/challenges/food/what-does-wellington-need-to-create-a-sustainable-food-network;Investment in food system change offers the opportunity to link “economic strength, environmental protection, equity, social connection, and health along the supply chain” with the potential to not only reduce emissions but increase the capture of carbon.   We face huge challenges in New Zealand and the world around reducing the emissions associated with the food system. In New Zealand agriculture is estimated to contribute to nearly half of all emissions due to factors including the methane produced by ruminants such as dairy cows. We do not see this reflected in Wellington’s carbon footprint as by and large, food is not produced within the city’s boundaries. However we are a city of over 200 000 people who eat, and as consumers we drive demand for certain kinds of food over other kinds. Local food movements (Local Food Week is an example here in Wellington) have sought to promote local, seasonal food and shorten supply chains. A note of caution, however, that the local food option is not always the lowest emission option (for example wheat doesn’t grow particularly well in the greater Wellington area) - nor is it always the healthiest. Food insecurity is only predicted to increase with climate change and the increased frequency of extreme weather events such as droughts and floods. Modelling indicates the likelihood of events which lead to a loss of 10% of global food production are now quite foreseeable – or three times more likely. A loss in production (particularly when it coincides with depleted food stocks) can lead to price spikes and civil unrest in the most food insecure parts of the world (where people spend a very high proportion of their income on food). However given the extensive globalisation of the food system, disruption (e.g. in prices and availability) can be felt even in (relatively) food secure places such as New Zealand. While New Zealand is a high income country overall, and is a producer of so much food, local prices are high – with the recent Otago University food survey showing that the weekly cost of healthy food comes to 42% of the minimum wage in Auckland (anything over 30% is a concern). Lastly, Wellington City is currently vulnerable due to lack of food suppliers and distributors within the city’s boundaries. We are reliant on the wider region to supply our food, but with the increasingly likelihood of adverse weather events due to climate change, are more likely to be cut off from such supplies.  While there are vibrant networks of people and organisations in Wellington taking action to transform the food system – creating community gardens, food waste initiatives, farmers markets and increasing interest in local and seasonal food - much work remains to be done.  We’d like to leave you with some key challenges and opportunities for Wellington to not only address the climate impact of the food system, but to make the most of climate change mitigation efforts.  Are we doing enough to address overconsumption and the carbon footprint of our diet? What is the potential for expanding local food production through urban farming in Wellington? As the population in our City grows and intensifies, what can we do to make the best use of land available for growing – and embed food sustainability in our City? Are there opportunities enhance the sustainability of our food systems through climate change mitigation efforts – for example to include edibles in “green” infrastructure and water sensitive design to cool our city and make it more resilient? How could our food supply chains be more carefully designed – to reduce our carbon footprint and increase sustainability? Could we do more to increase our rates of food rescue and recovery?   
wuppertal01;Wuppertal;Wuppertal gets waterproof;How can Wuppertal protect itself from future floodings and heavy rain events?;water-management;rains|rain|affected|building|buildings|management|costs|costly|protect|protective|information|inform|station|citizens|neighborhood|entirely|connection|prevention|heavy|duration emergency|incentives;"After heavy rain or a flood, awareness is naturally the highest among decision-makers, as well as the public, but it decreases soon afterwards, often to the point of ignoring the issues entirely.
How do citizens want to be involved in the planning and implementation of measures in the context of heavy rainrisk management?";https://climathon.climate-kic.org/en/challenges/water-management/wie-kann-wuppertal-seine-buerger-innen-und-gewerbetreibende-bewegen-sich-vor-zukuenftigen-hochwasser-und-starkregenereignissen-zu-schuetzen;Torrential rains, extreme rains of long duration, emergency situations in many cities in Germany – also in Wuppertal. It is time to prepare for the effects of climate change and for this, citizens and traders have an important role to play.   This summer, Wuppertal and many other cities in Germany have been hit by heavy rain. Roads were flooded, in many homes and shops the water was many inches high, the roof of a university building and a gas station collapsed. The costs caused by the storm are considerable. The prevention of floodings and heavy rainfall events and the resulting consequences is a communal task. It serves to protect potentially affected areas such as people, buildings, traffic, the economy, etc. and to avoid costly damages. Municipalities, water management associations and fire departments are also increasingly under pressure, as well as responsible, just like the private sector and local citizens.  There are numerous information materials for citizens and shops. Yet: many homeowners and also the industry ignore the warnings and continue to refrain from the simplest protective measures, such as backflow prevention devices in house connection lines. After heavy rain or a flood, awareness is naturally the highest among decision-makers, as well as the public, but it decreases soon afterwards, often to the point of ignoring the issues entirely. Questions to be answered are:  How can citizens (but also industry) be sensitized and motivated to not only be aware of the topic but also to do something about it? What are innovative and creative ways to inform affected population groups? How do citizens want to be involved in the planning and implementation of measures in the context of heavy rainrisk management?  Keywords: Collaboration, Participation, Co-creation, Engagement, Community, Reward Systems, Gaming, Incentives, Crowdbased, Bottom-up, Sustainable Neighborhood Development The challenge is hosted by Wupperverband.  
