id;city;challenge_solution;title;question;theme;challenge_text_main;url;challenge_url
nicosia04;Nicosia;solution;Composting in national parks;Composting in national parks for public use;waste-management;We redesign parts of national parks with composting houses and small gardens which are accessible to public use Composting in national parks for public use We redesign parts of national parks with composting houses and small gardens which are accessible to public use Composting houses in an area of Academias forest park in order to provide cosmposting and gardening services and grow environmental awareness. ;https://climathon.climate-kic.org/en/solutions/composting-in-national-parks;https://climathon.climate-kic.org/en//en/challenges/waste-management/mobility
nis01;Niš;challenge;Green infrastructure to adapt to climate change;Can we make climate-friendly city through green infrastructure?;air-pollution;Climathon will be held in Niš this year for the first time, organized by ENECA and Proaktiv, in Deli co-working space on October 26th. The Climathon participants will develop solutions for the problems that the city of Nis is facing in the field of climate change within 24 hours. Green infrastructure involves the development and planning of networks of multifunctional green areas that contribute to the protection of natural habitats and biodiversity, enable the response to climate change and other changes in the biosphere, provide a higher level of sustainability and a healthier lifestyle, improve the living space of the city and general well-being, improve accessibility to key recreational and natural entities, it supports urban and rural economy and is part of a long-term planning process for green areas and corridors. How can we make urban spaces more pleasant? Solutions should focus on: Reduction of wastewater entering drainage systems, and then into lakes, rivers and streams, by means of natural retention and soil absorption properties Reduction of waste gases from transport means Upgrading the urban spaces to favor pedestrians, cyclists and general recreational uses Construction of a habitat for the animal world Construction of recreational and park spaces and storage tanks for waters and rainwater management systems ;https://climathon.climate-kic.org/en/challenges/air-pollution/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change;
nis02;Niš;solution;Green roofs and eco-bus stops;Green roofs and eco-bus stops to adapt to climate changes;water-management;Our roofs and eco-bus stops help people to adapt to climate changes on innovative way Green roofs and eco-bus stops to adapt to climate changes Our roofs and eco-bus stops help people to adapt to climate changes on innovative way Green roofs as one of the practical solutions for people adaptation to climate change are considered as effective solutions that are not expensive and help the survival of biodiversity. reen roofs as one of the practical solutions for people adaptation to climate change are considered as effective solutions that are not expensive and help the survival of biodiversity. ;https://climathon.climate-kic.org/en/solutions/green-roofs-and-eco-bus-stops;https://climathon.climate-kic.org/en//en/challenges/water-management/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change
nis03;Niš;solution;razvoj i unapredjenje zelene infrastrukture u funkciji prilagodjavanja na klimatske promene;Zelena infrastruktura;water-management;Resavanje klimatskih promena pomocu zelene infrastrukture Zelena infrastruktura Resavanje klimatskih promena pomocu zelene infrastrukture Koriscenjem atmosferskih padavina pokusavamo resiti klimatske promene. Koriscenjem atmosferskih padavina navodjavali bi zelene povrsine u periodima susa i tako omogucili zelenoj infrastrukturi da ispuni svoj pu potencijal. Takodjr, primenom ovih mera resili bi i neke od komunalnih problema naseg grada. ;https://climathon.climate-kic.org/en/solutions/razvoj-i-unapredjenje-zelene-infrastrukture-u-funkciji-prilagodjavanja-na-klimatske-promene;https://climathon.climate-kic.org/en//en/challenges/water-management/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change
nis04;Niš;solution;Development and improvement of green infrastructure in the function of adjustment to climate changes;Development and improvement of green infrastructure;water-management;Our project aims to improve the quality of life by building an ecological settlement. Development and improvement of green infrastructure Our project aims to improve the quality of life by building an ecological settlement. The construction of an ecological settlement will reduce the impact of climate change. ;https://climathon.climate-kic.org/en/solutions/development-and-improvement-of-green-infrastructure-in-the-function-of-adjustment-to-climate-changes;https://climathon.climate-kic.org/en//en/challenges/water-management/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change
nis05;Niš;solution;Eco – friendly parks;Improving parks’ infrastructure to make them eco-friendly;water-management;Our project improves peoples’ health, air quality, energy efficiency and carbon capture. The main point is transferring kinetic energy into electrical energy. Improving parks’ infrastructure to make them eco-friendly Our project improves peoples’ health, air quality, energy efficiency and carbon capture. The main point is transferring kinetic energy into electrical energy. Insufficiently developed park infrastructure, waste piling, low level of ecological consciousness. Using eco – friendly materials, green walls, solar panels, producing electrical energy through the use of exercise equipment, electrical footpath, children playground and speed bumps. ;https://climathon.climate-kic.org/en/solutions/eco-friendly-parks;https://climathon.climate-kic.org/en//en/challenges/water-management/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change
nis06;Niš;solution;Green streets;Green streets ;water-management;We have made few solutions how to make our city -Niš climate friendly place which use natural source for energy and with much more surface area in aim to combat CO2 emission Green streets We have made few solutions how to make our city -Niš climate friendly place which use natural source for energy and with much more surface area in aim to combat CO2 emission large concrete spaces in the city - higher air temperature ubordination to motor traffic - a large number of parking spaceslack of water surfaces creating green roofs installation of solar panels on parking lots installs air generators ;https://climathon.climate-kic.org/en/solutions/green-streets;https://climathon.climate-kic.org/en//en/challenges/water-management/development-and-improvement-of-green-infrastructure-in-the-function-of-adapting-to-climate-change
nova-gorica01;Nova Gorica;challenge;Seeds are Life.;How can we scale up Agrobiodiversity?;extreme-weather;"In a time of climate change, biodiversity is what we need to assure food security & resilience. Seed Library is an effective mechanism for collecting and distributing seeds. The goal of Seed Library is to protect biodiversity in food system and promote public access to seeds. For millennia, people the world over have selected the best edible plants, saved the seeds, and planted and shared them in sophisticated, locally adapted breeding projects that created the vast array of foods we rely on today. In a time of climate change, biodiversity is what we need to assure food security and resilience. Community seed libraries are an effective mechanism for collecting and distributing seeds. The goal of community seed libraries is to protect biodiversity in food system and promote public access to seeds. Why are community seed libraries important? The purpose of the community seed libraries is to protect seed diversity of edible species and to maintain heritage varieties. Community seed libraries help communities save seeds while adapting them to local soils and climates. This has become more critical in a changing climate. Saving seeds by growing them out and exposing them to the fast-changing environment, increases our adaptability as well as the resilience of our food systems. We also want to save heritage seeds so they are not lost. Seed viability of stored seeds can decrease over time, so we need to keep growing them out to produce fresh seeds to save. Why is our community, our public library, city and municipality itself interested in a community seed library? Some people want to grow their own vegetables because they want to know where their food comes from. Some people want to grow their own food to save money. Community seed sharing ties in nicely with the mission of community gardens, especially in urban areas. Gardens can help to combat climate changes – particularly if they are in the city. This is a brief summary of key areas in which gardens can also make a difference to changing climate: Increasing the presence of vegetation will increase the water infiltration capacity of the soil, which in turn leads to better adaptation to future needs in terms of storm water runoff. By providing shade, increasing evapotranspiration and transforming sunlight into vegetal material in photosynthesis processes rather than absorbing it, plants and trees have a cooling effect on their environment. When using more drought-tolerant plants, water needs for irrigation can be reduced. Because of the increased water infiltration, capacity the groundwater table will rise improving drought resistance. When planting more saline vegetables and drought-tolerant vegetation there will be more food available during dry spells. Urban farming and gardening attract a variety of fauna and thereby increases local biodiversity. Moreover, gardens are used as recreational areas and public meeting places for people, improving the environmental qualities of urban At our first Nova Gorica Climathon we will work towards developing the first community seed library in Slovenia. Community seed libraries are an effective mechanism for collecting and distributing a variety of heirloom, rare, and culturally important seeds that are typically not available from seed companies. The goal of community seed libraries is to protect genetic diversity in our food system and promote public access to seeds. Initially, seeds are donated and collected at library, and then community members can check seeds out and grow them on the condition that a portion of the freshly grown seeds will be donated back to the library. These seeds are then stored and made available to others who continue to contribute to this cycle of taking seeds, growing them and donating a portion back to keep the collection viable, healthy and fresh. The main function of community seed libraries centers on the protection and public access to seeds; however, we will also run training days and workshops so that community members who may be interested in starting their first garden or learning how to hand pollinate squash can learn these skills and put them into practice. In terms of climate changes, community seed libraries are directly connected to urban farming and gardening. As we know areas used for urban farming and gardening, when compared to paved or asphalted grounds, have a positive contribution to climate adaptation. These green areas can be further adapted to climate impacts by introducing appropriate vegetation and crops for allotment and vegetable gardens. They should be, according to the climatic area resistant to droughts; such as saline vegetables and drought-tolerant plants and trees. Honored process of saving and sharing seeds is dynamic. It naturally adapts to changing conditions, like climate change, and keeps the power with people everywhere to make choices that assure local resilience. The seed in its essence is all of the past evolution of the Earth. We will search solutions for: Establishment of first community seed library in Slovenia Wireframe of community seed library system Sustainable model of project Dissemination of project Possible partnerships in the future ";https://climathon.climate-kic.org/en/challenges/extreme-weather/seeds-are-life-first-community-seed-library-in-slovenia;
nova-gorica02;Nova Gorica;solution;Community Seed Library;First Community Seed Library in Slovenia;extreme-weather;Seed libraries are a vibrant part of the grassroots movement to rebuild local food systems and revitalize crop diversity. We were so inspired by the seed library movement that we decided to start one here in Nova Gorica. Climathon 2018 was a stepping stone for our first Seed Library. First Community Seed Library in Slovenia Seed libraries are a vibrant part of the grassroots movement to rebuild local food systems and revitalize crop diversity. We were so inspired by the seed library movement that we decided to start one here in Nova Gorica. Climathon 2018 was a stepping stone for our first Seed Library. With the decline in locally based seed saving, sharing and selling and the rise of industrial agriculture, we lost 75% of global crop diversity in the 20th Century, and the stories, culinary traditions, and local adaptations each of those varieties represented. With the decline in locally based seed saving, sharing and selling and the rise of industrial agriculture, we lost 75% of global crop diversity in the 20th Century, and the stories, culinary traditions, and local adaptations each of those varieties represented. Seed Library is an effective mechanism for collecting and distributing seeds. The goal of Seed Library is to protect biodiversity in food system and promote public access to seeds. Just as traditional libraries enrich a community by providing a way to share books, seed libraries enrich the gardening community by allowing gardeners to share seeds. There are many parallels. Seed libraries offer a more efficient way to deploy community resources. They encourage experimentation, affording gardeners (or aspiring gardeners) a low-risk way to try something new. They provide a supported entrance into the gardening world for novices. And seed libraries support a kind-of botanical literacy, teaching people what different plants look like and how they grow. At Climathon we were working towards developing the first community seed library in Slovenia. The goal of community seed libraries is to protect genetic diversity in our food system and promote public access to seeds. Initially, seeds will be donated and collected at library, and later community members will check seeds out and grow them on the condition that a portion of the freshly grown seeds will be donated back to the library. These seeds will be then stored and made available to others who continue to contribute to this cycle of taking seeds, growing them and donating a portion back to keep the collection viable, healthy and fresh. We will also run training days and workshops so that community members who may be interested in starting their first garden or learning how to hand pollinate squash can learn these skills and put them into practice. For whole borrowing system a digitalization of process will be provided. After colleting data about agricultural plants in Slovenia a borrowing software will be developed. At Climathon we managed to elaborate perfect sustainable business plan for project and wireframe of borrowing process. We defined also potential partners and stakeholders. The time of launch it’s also been set. ;https://climathon.climate-kic.org/en/solutions/first-community-seed-library-in-slovenia;https://climathon.climate-kic.org/en//en/challenges/extreme-weather/seeds-are-life-first-community-seed-library-in-slovenia
novi-sad01;Novi Sad;challenge;Achieving green growth in Balkan’s secondary cities;How can innovation help Novi Sad and its citizens move to the green growth path?;energy;Being hubs of economic activity, cities consume majority of global energy and generate the bulk of GHG emissions. Cities, thus, should play a vital role in sustainability transition. Current patterns of urban development that are highly unsustainable, such as, inefficient use of resources, unsustainable mobility and housing made environmental footprint of Novi Sad alarming and led Novi Sad to be one of the cities with highest level of air pollution. Climate change mitigation and greening Novi Sad is therefore a key challenge. How may young people and innovative technology solutions support a sustainable urbanization of Novi Sad? Solutions could focus on (but not limited to): Sustainable housing and low emission infrastructure Sustainable urban mobility for greener cities Smart and safe cities through new technologies and digitalization Circular economy: managing waste as a resource Mainstreaming green growth into urban management Technology proposed as part of solutions to help Novi Sad and its citizens move to the green growth path while urbanizing, needs to be replicable to other cities of Serbia and other countries in the Balkans. Solutions that are coming from 24 hours workshop should be bankable. ;https://climathon.climate-kic.org/en/challenges/energy/smart-cities;
orleans01;Orléans;challenge;Flood risk: how to face it?;Flood risk: how to face it?;extreme-weather;Extreme weather, due to climate change, will be more intense and common. For our territory, flood risk is the major threat. We need to invent new ways to deal with that as we know that our further plans or organization did not include climate change impact. Orléans Metropole is crossed by the Loire, the last savage river in Europe. Major floods during 19th century have stayed in memories. Even if no major event occured in 20th century, territories led studies in order to describe and understand the risk, wrote plans and built equipments to protect the population. In may 2016, our ground, totally saturated by winter rains, was unable to absorb a 2-day rain more than centennial. Rain-flood concerned aeras where no plan, no building levees had been imaginated until then. 2500 inhabitants were evacuated, 1150 houses flooded, trafic on a national major motorway stopped for a week (68 000 vehicles recorded by day, with a huge part of trucks), our metropole isolated from the rest of the country for about 48 hours… It was a real shock! Then, we realized: climate change will increase our vulnerability in front of that kind of disaster. Mayors of the 22 cities included in the metropole decided to write together a global plan to enhance our resilience capacities but also to decrease our carbon impact. But there are still so much questions before becoming resilient: how can we predict rain-flood, how can we drecrease our vulnerability, how can we product integrated city plan, how can we enhance our crisis management by a better coordination between all the actors? We are at the beginning of our resilience process and need expert’s report to accelerate. We are fully open-minded! Our goal, through Climathon, is to invent and create new ways of dealing with flood risk. Resilient buildings, digital solutions to forecast or monitor, nature based solutions, citizens education, ... and so others ways can be investigated. ;https://climathon.climate-kic.org/en/challenges/extreme-weather/flood-risk-how-to-face-it;
paris01;Paris;challenge;Sustainable food system ;How to accelerate the transition towards a sustainable food system ?;food;Feeding Parisians and visitors generate every year more than 4,7 million tonnes of CO2, which represents 18 % of the carbon footprint of the territory. How to reduce this carbon footprint and accelerate the transition towards a sustainable food system ? How to feed Paris tomorrow ? How to provide food to its inhabitants and visitors in a more sustainable way ? How to feed Paris tomorrow ? How to provide food to its inhabitants and visitors in a more sustainable way ? Every team can address the challenge with different angle, everything is possible ! For example, here is a list of questions you can focus on : How to facilitate access to sustainable products ? How to get out from animal proteins ? How to support and promote existing initiatives ? How to imagine the meals of tomorrow ? What can be done with food waste ? How to raise awareness and mobilise citizens, producers and suppliers ? ;https://climathon.climate-kic.org/en/challenges/food/meet-this-exciting-challenge-which-is-waiting-to-be-solved;
pesaro01;Pesaro;challenge;Villa San Martino district regeneration - Green areas;How can green and public spaces make citizens of Villa San Martino happier?;water-management;The City of Pesaro intend to regenerate the district re-thinking green areas making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district. Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous. As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district. How can the public and green areas contribute to the wellbeing of the citizen in the district? How can the city promote projects and initiatives in the public and green areas to increase social inclusion, safety and the value of public spaces? Which stakeholder should be involved in the regeneration programme? Come and join the Climathon in Pesaro, provide support on these challenges to regenerate Villa San Martino! ;https://climathon.climate-kic.org/en/challenges/water-management/greening-villa-san-martino-re-think-the-districtict-green-areas-for-the-district-regeneration;
pesaro02;Pesaro;challenge;Energy efficiency;How can we encourage our citizens to reduce their carbon footprint and reduce energy consumption?;air-pollution;The City of Pesaro intend to regenerate the district making it more energy-efficient. Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous. As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district. How can citizens tackle climate change regarding the energy consumption in the houses? How can they contribute to the transition into a low carbon economy? How can citizens be more engaged in waste reduction? ;https://climathon.climate-kic.org/en/challenges/air-pollution/villa-san-martino-district-regeneration;
pesaro03;Pesaro;challenge;Safe and sustainable mobility;How can we make the mobility in Villa San Martino more safe and sustainable?;mobility;The City of Pesaro intend to regenerate the district re-thinking mobility making the district more resilient, sustainable, secure and livable and creating spaces embedded in the social, economic and educational activities of the district. Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous. As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district. How can we change the Villa San Martino mobility system to increase the safety and sustainability? How the district can be more inclusive with the City? How to support the mobility of elder people and low income families? ;https://climathon.climate-kic.org/en/challenges/mobility/villa-san-martino-district-regeneration-2;
pesaro04;Pesaro;challenge;Community engagement for district regeneration;How can we make our district more attractive by engaging the community? ;human-behaviour;The City of Pesaro intend to regenerate the district by making it more resilient, sustainable, secure and liveble and creating spaces embedded in the social, economic and educational activities of the district. Villa San Martino is a district of 40 ha, located in the west side of Pesaro and originally composed by 430 detached houses and 48 dwellings belonging to the social housing sector built in the 60s and 70s and inhabited by vulnerable groups having a particular difficulty in accessing affordable housing, such as elderly, lone parents, long-term employed. Villa San Martino district is chosen because of its high density with elderly people and low-income family. Now it shows a decayed urban fabric, bad housing conditions, lack of social amenities, abandoned green areas. The urban development has affected the mobility system increasing the traffic congestion and isolating the borough from the city. The district constructed between 1957 and 1959 originally had two squares and the development of the road system. The squares during the years became green abandoned spaces and the viability is chaotic and dangerous. As we are requested by the residents, the City has to plan the redevelopment of the old squares and the green spaces involving the residents and encouraging them to a responsible management with an ecosystem approach with organic vegetable gardens as spaces dedicated to green demonstration and environmental education for the social dimension and ecosystem and also small family farms for own consumption. Moreover the City of Pesaro intend to regenerate the district making it district more resilient, sustainable, secure and liveable and creating spaces embedded in the social, economic and educational activities of the district. How can we make the district more attractive for other people to move, work and live here? How can we stimulate the community engagement to lead a positive change about the place they live in? Come and join the Climathon in Pesaro, provide support on these challenges to regenerate Villa San Martino ;https://climathon.climate-kic.org/en/challenges/human-behaviour/villa-san-martino-district-regeneration-3;
pireas01;Piraeus;challenge;Fishing marine litter (macroplastics) to recycle/reuse in Piraeus;How can we shift to a circular economy?;circular-economy;New technologies, coordinated action of various actors at local level can help shift to a circular economy. Combined, they can stimulate fishermen to fish marine litter (macroplastics) and bring them to shore while creating recycling/reuse opportunities at city level. How can new technologies, coordinated action of various actors at local level and a shift to circular economy be combined to stimulate fishermen to fish macroplastics and bring them to shore while creating recycling/reuse opportunities at city level? Marine litter is mismanaged waste, resulting mainly from activities in coastal regions. Over 80% of marine litter is plastic, and is further divided in “macroplastics”, waste of size between 5mm-1m, and “microplastics” which are particles smaller than 5mm. Globally, 5 to 13 million tonnes of plastics end up in the oceans every year. As global plastic production increases each year, 33 billion tons of plastic are expected to pile up around the globe by 2050. In the EU, the yearly amount of plastic marine litter is 150.000 to 500.000 tonnes, which is equal to 66.000 rubbish trucks. Global frameworks and policies are putting forward efforts to reduce the ecological, human health and economic impacts of marine litter which, apart from  harming the environment, causes economic damage to activities such as tourism, fisheries and shipping. The SDGs 6, 11, 12 and 14 have set targets relevant to marine plastic pollution: clear water and sanitation, sustainable cities and communities, responsible consumption and production, life below water. Similarly, the EU committed  itself to “prepare a strategy addressing the challenges posed by plastics throughout the value chain and taking into account their entire life-cycle”. Piraeus has set a strategic vision for Blue Growth, main axes of which are: developing skills and knowledge in Blue Economy sectors, supporting entrepreneurship, smart infrastructures, providing information to the public and raising awareness. The challenge aims to develop solutions that make a tangible contribution to a sustainable, low carbon, resource efficient and competitive city, based on circular economy. Making  this transition a reality and turning current challenges into future opportunities will require collaborative, decisive action from a variety of urban actors (private sector, civil society, the scientific community, local government departments) as well as stakeholders in the plastic value chain, from plastic producers and designers, to recyclers. How can Piraeus mobilize actors, existing resources and technology in order to stimulate coordinated stakeholders’ action, tackle the challenge of marine litter, and move towards a circular economy for sustainable local development? Citizens should be educated on how to reduce their plastic waste, reuse and recycle plastic. Raising awareness and providing opportunities for recycling and reuse eventually can lead to a circular approach to plastics. The recycling of plastic provides fertile ground for social innovation and entrepreneurship worldwide, and entrepreneurs see the need for determined action on plastic waste as a business opportunity. New companies provide circular solutions, such as reverse logistics for packaging or alternatives to disposable plastics, utilizing the endless possibilities of digitization. 1: Prevention of plastic marine litter Creative and innovative plastic waste collection and separation systems Reduction of single use plastics Reduction of plastic packaging disposal by industry and retailers 2: Collection of plastics in the sea Collaborative and innovative multi-stakeholder action Collection and sorting Digitalization Provision of incentives 3: Recycling/reuse of plastic marine litter Entrepreneurship and innovation towards circular solutions Introduction of new technologies Economics and quality of plastics recycling Collect plastic from the sea Move towards a circular economy (reduce, reuse, recycle, redesign, recover) Drive investment towards circular solutions Harness local collaborative action and stimulate improved waste management Promote the use of recycled plastics Increase awareness and prevent plastics from reaching the sea ;https://climathon.climate-kic.org/en/challenges/circular-economy/pireas-challenge;
puebla-city01;Puebla City;challenge;Mobility ;How can we make mobility in Puebla City more environmentally friendly?;mobility;Puebla City is experiencing more traffic due to giant growth. Help and offer solutions to to improve the mobility situation in Puebla City. The giant growth of the city is causing a lot of traffic. This situtation creates the opportunity to develop any product or service that can help to make the vehicular flow more efficient. Help us come up with a solution to the traffic and mobility issue. In 24 hours you will design a product or a service that can help us to fight this environmental problem. ;https://climathon.climate-kic.org/en/challenges/mobility/traffic-and-mobility;
puebla-city02;Puebla City;challenge;Water scarcity;How can we improve water management in Puebla City? ;water-management;Due to the growing city, water is getting polluted and more scarce. Help and offer solutions to to improve the water situation in Puebla City. Puebla city is growing too fast and some industries are not very responsible with the environment, so a large portion of our water is getting polluted, this is starting to cause a lot of scarcity problems so we need to hurry up finding ways to combat this problem, any idea is welcome. Help us come up with a solution to the water issue. In 24 hours you will design a product or a service that can help us to fight this environmental problem. ;https://climathon.climate-kic.org/en/challenges/water-management/water-management-3;
ravenna01;Ravenna;challenge;Join the 24-hour hackathon in Ravenna!;How can we contribute to the sustainable development of the Port of Ravenna?;air-pollution;Bearing in mind the environmentally relevant framework in which the Port of Ravenna is inserted, this Climathon wants to generate innovative ideas to increase the cohesion between natural spaces and the industrial-urban district with a high intensity of infrastructures. The Port of Ravenna and the petrochemical area are going through a strategic moment, fundamental to outline their future in terms of economic development, but also in terms of social and environmental sustainability. Due to its physical location and not only, the Port of Ravenna is a central place of representation of the city. How can we contribute to the sustainable development of the Port of Ravenna? Bearing in mind the environmentally relevant framework in which the Port of Ravenna is inserted (coast, swamp, historic pinewoods), this Climathon wants to generate innovative ideas to increase the cohesion between natural spaces and the industrial-urban district with a high intensity of infrastructures such as the port, taking the social and environmental aspects into strong consideration. We welcome creative solutions addressing climate challenges, that could be tackled from different perspectives including for instance enviromental sciences, engineering, architecture, social innovation, design and communication, circular economy and industrial symbiosis. Here are some areas to work on: Logistics and transport Sustainable mobility Energy production from renewable sources Relationship between port and city Circular Economy The jury will evaluate:   Economic Sustainability Environmental Sustainability  Social Sustainability  Relapses on the city  Relevance to the challenge  Presentation Some experiences from other ports: https://www.portofamsterdam.com/en/business/settlement/port-amsterdam-perfect-hub-circular-economy https://www.portofrotterdam.com/en/doing-business/port-of-the-future/energy-transition/bio-based-economy​ ;https://climathon.climate-kic.org/en/challenges/air-pollution/you-can-contribute-to-solve-your-circular-economy-challenge-within-the-port-of-ravenna;
ravenna02;Ravenna;solution;Drag&Drop;Drag&Drop - phytoremediation installations for dredging materials;water-management;Drag&Drop - phytoremediation installations for dredging materials is a company which offers solutions of phytoremediation, a green installation on dredging materials in ports and costs system. The goal is reduce environmental impacts and reclaim soil costs materials. Drag&Drop - phytoremediation installations for dredging materials Drag&Drop - phytoremediation installations for dredging materials is a company which offers solutions of phytoremediation, a green installation on dredging materials in ports and costs system. The goal is reduce environmental impacts and reclaim soil costs materials. Ravenna port needs new green solutions into port activities.  PROBLEM: Management of big amount of dredging materials in ports.  CUSTOMERS: Ports company which manage this materials.  SOLUTION: reclaim dredging materials in loco by phytoremediation system. ;https://climathon.climate-kic.org/en/solutions/drag-drop;https://climathon.climate-kic.org/en//en/challenges/water-management/you-can-contribute-to-solve-your-circular-economy-challenge-within-the-port-of-ravenna
ravenna03;Ravenna;solution;Cleaning sea with controlled cavitation.;Protect nature with a natural phenomenon.;water-management;"Water cleaning of nano/micro particoles with controlled cavitation machine. This system work because a secret and innovative technology holds by our partener. Protect nature with a natural phenomenon. Water cleaning of nano/micro particoles with controlled cavitation machine. This system work because a secret and innovative technology holds by our partener. Cavitation is a physical phenomenon, known as of the end of the ‘800. It consists in the formation within a liquid, a few microseconds, microscopic spherical-toroidal bubbles having thousands of degrees Celsius temperature and hundreds atmosphere (BAR) pressure, with localized liquid jet speeds over 100 m/s.  This blistering has very short duration and it normally occurs due to the reduction of pressure values lower than the vapour pressure of the liquid itself. Because of this, the liquid undergoes in a fast, a transformation into gas, forming in fact bubbles (otherwise known as ""micro cavity"").  The succession of formation and implosion of ""micro cavity"" generates, in turn, a sequence of shocks or ultrasounds. The process of formation of ""micro cavity"", alias  cavitation phenomenon, occurs primarily where is maximum speed of fluid: the liquid mass loses the continuity giving rise to a ""foam"", particularly rich in oxygen. This foam, if the cavitation is uncontrolled, can be extremely erosive and corrosive with metals.  The quick collapse of ""micro cavity"" generates micro-jets having very high pressure and  high concentrations of energy in a very short time and very narrow space, so  if these micro –jets are not controlled as described above, they can lead to damage, injury into  piping and/or moving parts of machines that trigger this phenomenon. At the contrary in the cavitation phenomenon, is the liquid pressure to drop suddenly, remaining constant temperature and vapor pressure. For this reason the ""bubble"" generated by cavitation  resistants only until it exits the area of low hydrostatic pressure: just it returned to an area of the static fluid, vapor pressure is not enough to counter the hydrostatic pressure and cavitation bubble implodes, releasing a large amount of energy and its sequence of shock waves. Cavitation, when it takes place in a controlled manner, does not generate nor damage or wear. DESCRIPTION Our machinery is equipped with test certificates and international credentialing of working with different types of liquids on different chemical, physical and biological processes. This specimen differs from the models intended for rental or sale solely for the fact that it was built as a ""closed loop"", that is a stand alone  system, able then to work disconnected from any other apparatus and therefore equipped with tanks, pumps, connecting pipes and additional electronic control systems designed to calibrate the models intended to be supplied to customers with values perfectly calibrated to process the test material samples, brought by themselves. What makes our system, at the present, an unicum, if compared to what the market offers in the field of controlled cavitation, is the fact that although it is already extremely difficult to control a cavitation, within our apparatus we are developed three types of spatially controlled cavitations, one of which is a Sonic kind.  The three phenomena of contemporary and synergistic cavitations,  coexisting  each with other in a totally harmonic way, to the point that there are no significant vibration. These synergistic phenomena further improve chemical processes efficiency and implement physical and biological agents that take place inside the apparatus. This special monobloc mixer tap, in the presence of processes covering the formation of crystalline chemical elements, has the ability to encourage the formation of crystals seeds, with further acceleration of chemical reactions. Further sensible improvement than our upgrade devices  present on the market , is the lower pressure drop than other machines equipped with similar installed capacity engines ,  resulting in energy saving in the exercise. ";https://climathon.climate-kic.org/en/solutions/il-porto-che-vorrei-the-port-we-want-crystal-sea;https://climathon.climate-kic.org/en//en/challenges/water-management/you-can-contribute-to-solve-your-circular-economy-challenge-within-the-port-of-ravenna
